CENTER,LEFT,RIGHT,THROTTLE,ACCELERATION,BRAKE,STEER
center_2018_07_13_20_02_34_262.jpg,left_2018_07_13_20_02_34_262.jpg,right_2018_07_13_20_02_34_262.jpg,0,0,0,20.67916
center_2018_07_13_20_02_34_361.jpg,left_2018_07_13_20_02_34_361.jpg,right_2018_07_13_20_02_34_361.jpg,0,0,0,20.76716
center_2018_07_13_20_02_34_461.jpg,left_2018_07_13_20_02_34_461.jpg,right_2018_07_13_20_02_34_461.jpg,0.2,0,0,20.22669
center_2018_07_13_20_02_34_558.jpg,left_2018_07_13_20_02_34_558.jpg,right_2018_07_13_20_02_34_558.jpg,0,0,0,20.01071
center_2018_07_13_20_02_34_655.jpg,left_2018_07_13_20_02_34_655.jpg,right_2018_07_13_20_02_34_655.jpg,0,0,0,20.12766
center_2018_07_13_20_02_34_752.jpg,left_2018_07_13_20_02_34_752.jpg,right_2018_07_13_20_02_34_752.jpg,0,0,0,19.57572
center_2018_07_13_20_02_34_847.jpg,left_2018_07_13_20_02_34_847.jpg,right_2018_07_13_20_02_34_847.jpg,0,0,0,19.74291
center_2018_07_13_20_02_34_944.jpg,left_2018_07_13_20_02_34_944.jpg,right_2018_07_13_20_02_34_944.jpg,-0.1,0,0,19.14907
center_2018_07_13_20_02_35_043.jpg,left_2018_07_13_20_02_35_043.jpg,right_2018_07_13_20_02_35_043.jpg,-0.35,0,0,19.29402
center_2018_07_13_20_02_35_140.jpg,left_2018_07_13_20_02_35_140.jpg,right_2018_07_13_20_02_35_140.jpg,0,0,0,18.65202
center_2018_07_13_20_02_35_208.jpg,left_2018_07_13_20_02_35_208.jpg,right_2018_07_13_20_02_35_208.jpg,0,0,0,19.00569
center_2018_07_13_20_02_35_310.jpg,left_2018_07_13_20_02_35_310.jpg,right_2018_07_13_20_02_35_310.jpg,0,0,0,18.33622
center_2018_07_13_20_02_35_409.jpg,left_2018_07_13_20_02_35_409.jpg,right_2018_07_13_20_02_35_409.jpg,0,0,0,18.63681
center_2018_07_13_20_02_35_508.jpg,left_2018_07_13_20_02_35_508.jpg,right_2018_07_13_20_02_35_508.jpg,0,0,0,17.95058
center_2018_07_13_20_02_35_609.jpg,left_2018_07_13_20_02_35_609.jpg,right_2018_07_13_20_02_35_609.jpg,0,0,0,18.27434
center_2018_07_13_20_02_35_677.jpg,left_2018_07_13_20_02_35_677.jpg,right_2018_07_13_20_02_35_677.jpg,-0.05,0,0,17.6564
center_2018_07_13_20_02_35_780.jpg,left_2018_07_13_20_02_35_780.jpg,right_2018_07_13_20_02_35_780.jpg,-0.35,0,0,17.39861
center_2018_07_13_20_02_35_847.jpg,left_2018_07_13_20_02_35_847.jpg,right_2018_07_13_20_02_35_847.jpg,0,0,0,17.7915
center_2018_07_13_20_02_35_929.jpg,left_2018_07_13_20_02_35_929.jpg,right_2018_07_13_20_02_35_929.jpg,0,0,0,17.64527
center_2018_07_13_20_02_35_990.jpg,left_2018_07_13_20_02_35_990.jpg,right_2018_07_13_20_02_35_990.jpg,0,0,0,17.00727
center_2018_07_13_20_02_36_092.jpg,left_2018_07_13_20_02_36_092.jpg,right_2018_07_13_20_02_36_092.jpg,0,0,0,17.3665
center_2018_07_13_20_02_36_160.jpg,left_2018_07_13_20_02_36_160.jpg,right_2018_07_13_20_02_36_160.jpg,0,0,0,17.23027
center_2018_07_13_20_02_36_232.jpg,left_2018_07_13_20_02_36_232.jpg,right_2018_07_13_20_02_36_232.jpg,-0.05,0,0,16.58871
center_2018_07_13_20_02_36_300.jpg,left_2018_07_13_20_02_36_300.jpg,right_2018_07_13_20_02_36_300.jpg,-0.25,0,0,16.44309
center_2018_07_13_20_02_36_401.jpg,left_2018_07_13_20_02_36_401.jpg,right_2018_07_13_20_02_36_401.jpg,0,0,0,16.78175
center_2018_07_13_20_02_36_477.jpg,left_2018_07_13_20_02_36_477.jpg,right_2018_07_13_20_02_36_477.jpg,0,0,0,16.1373
center_2018_07_13_20_02_36_551.jpg,left_2018_07_13_20_02_36_551.jpg,right_2018_07_13_20_02_36_551.jpg,0,0,0,16.0062
center_2018_07_13_20_02_36_619.jpg,left_2018_07_13_20_02_36_619.jpg,right_2018_07_13_20_02_36_619.jpg,0,0,0,16.45848
center_2018_07_13_20_02_36_690.jpg,left_2018_07_13_20_02_36_690.jpg,right_2018_07_13_20_02_36_690.jpg,-0.1,0,0,16.3282
center_2018_07_13_20_02_36_757.jpg,left_2018_07_13_20_02_36_757.jpg,right_2018_07_13_20_02_36_757.jpg,-0.25,0,0,15.67529
center_2018_07_13_20_02_36_824.jpg,left_2018_07_13_20_02_36_824.jpg,right_2018_07_13_20_02_36_824.jpg,0,0,0,16.08279
center_2018_07_13_20_02_36_898.jpg,left_2018_07_13_20_02_36_898.jpg,right_2018_07_13_20_02_36_898.jpg,0,0,0,15.96284
center_2018_07_13_20_02_36_972.jpg,left_2018_07_13_20_02_36_972.jpg,right_2018_07_13_20_02_36_972.jpg,0,0,0,15.84118
center_2018_07_13_20_02_37_045.jpg,left_2018_07_13_20_02_37_045.jpg,right_2018_07_13_20_02_37_045.jpg,0,0,0,15.71871
center_2018_07_13_20_02_37_116.jpg,left_2018_07_13_20_02_37_116.jpg,right_2018_07_13_20_02_37_116.jpg,0,0,0,15.105
center_2018_07_13_20_02_37_189.jpg,left_2018_07_13_20_02_37_189.jpg,right_2018_07_13_20_02_37_189.jpg,-0.1,0,0,14.9879
center_2018_07_13_20_02_37_257.jpg,left_2018_07_13_20_02_37_257.jpg,right_2018_07_13_20_02_37_257.jpg,-0.25,0,0,15.3886
center_2018_07_13_20_02_37_328.jpg,left_2018_07_13_20_02_37_328.jpg,right_2018_07_13_20_02_37_328.jpg,-0.45,0.09978604,0,15.20367
center_2018_07_13_20_02_37_398.jpg,left_2018_07_13_20_02_37_398.jpg,right_2018_07_13_20_02_37_398.jpg,-0.6000001,0.3110576,0,14.7631
center_2018_07_13_20_02_37_469.jpg,left_2018_07_13_20_02_37_469.jpg,right_2018_07_13_20_02_37_469.jpg,0,0.1693497,0,14.75616
center_2018_07_13_20_02_37_548.jpg,left_2018_07_13_20_02_37_548.jpg,right_2018_07_13_20_02_37_548.jpg,0,0,0,14.62683
center_2018_07_13_20_02_37_619.jpg,left_2018_07_13_20_02_37_619.jpg,right_2018_07_13_20_02_37_619.jpg,0,0,0,15.09709
center_2018_07_13_20_02_37_693.jpg,left_2018_07_13_20_02_37_693.jpg,right_2018_07_13_20_02_37_693.jpg,0,0,0,14.98477
center_2018_07_13_20_02_37_766.jpg,left_2018_07_13_20_02_37_766.jpg,right_2018_07_13_20_02_37_766.jpg,0,0,0,14.88078
center_2018_07_13_20_02_37_837.jpg,left_2018_07_13_20_02_37_837.jpg,right_2018_07_13_20_02_37_837.jpg,0,0.21123,0,14.31666
center_2018_07_13_20_02_37_904.jpg,left_2018_07_13_20_02_37_904.jpg,right_2018_07_13_20_02_37_904.jpg,0,0.4359269,0,14.55608
center_2018_07_13_20_02_37_976.jpg,left_2018_07_13_20_02_37_976.jpg,right_2018_07_13_20_02_37_976.jpg,-0.15,0.6502976,0,15.30542
center_2018_07_13_20_02_38_061.jpg,left_2018_07_13_20_02_38_061.jpg,right_2018_07_13_20_02_38_061.jpg,0,0.8802087,0,15.97737
center_2018_07_13_20_02_38_123.jpg,left_2018_07_13_20_02_38_123.jpg,right_2018_07_13_20_02_38_123.jpg,0,1,0,16.76592
center_2018_07_13_20_02_38_202.jpg,left_2018_07_13_20_02_38_202.jpg,right_2018_07_13_20_02_38_202.jpg,0,1,0,17.59164
center_2018_07_13_20_02_38_279.jpg,left_2018_07_13_20_02_38_279.jpg,right_2018_07_13_20_02_38_279.jpg,0,1,0,18.40713
center_2018_07_13_20_02_38_353.jpg,left_2018_07_13_20_02_38_353.jpg,right_2018_07_13_20_02_38_353.jpg,-0.1,1,0,18.86044
center_2018_07_13_20_02_38_431.jpg,left_2018_07_13_20_02_38_431.jpg,right_2018_07_13_20_02_38_431.jpg,-0.3,1,0,19.65163
center_2018_07_13_20_02_38_503.jpg,left_2018_07_13_20_02_38_503.jpg,right_2018_07_13_20_02_38_503.jpg,0,1,0,20.42145
center_2018_07_13_20_02_38_579.jpg,left_2018_07_13_20_02_38_579.jpg,right_2018_07_13_20_02_38_579.jpg,0,1,0,21.23258
center_2018_07_13_20_02_38_655.jpg,left_2018_07_13_20_02_38_655.jpg,right_2018_07_13_20_02_38_655.jpg,0,1,0,21.89087
center_2018_07_13_20_02_38_734.jpg,left_2018_07_13_20_02_38_734.jpg,right_2018_07_13_20_02_38_734.jpg,0,1,0,22.67113
center_2018_07_13_20_02_38_808.jpg,left_2018_07_13_20_02_38_808.jpg,right_2018_07_13_20_02_38_808.jpg,0,1,0,23.4488
center_2018_07_13_20_02_38_883.jpg,left_2018_07_13_20_02_38_883.jpg,right_2018_07_13_20_02_38_883.jpg,-0.1,1,0,24.22096
center_2018_07_13_20_02_38_960.jpg,left_2018_07_13_20_02_38_960.jpg,right_2018_07_13_20_02_38_960.jpg,0,1,0,24.99162
center_2018_07_13_20_02_39_035.jpg,left_2018_07_13_20_02_39_035.jpg,right_2018_07_13_20_02_39_035.jpg,0,1,0,25.56611
center_2018_07_13_20_02_39_115.jpg,left_2018_07_13_20_02_39_115.jpg,right_2018_07_13_20_02_39_115.jpg,0,0.8856549,0,26.28593
center_2018_07_13_20_02_39_189.jpg,left_2018_07_13_20_02_39_189.jpg,right_2018_07_13_20_02_39_189.jpg,0,0.6623292,0,26.80114
center_2018_07_13_20_02_39_270.jpg,left_2018_07_13_20_02_39_270.jpg,right_2018_07_13_20_02_39_270.jpg,0,0.4221849,0,27.0873
center_2018_07_13_20_02_39_344.jpg,left_2018_07_13_20_02_39_344.jpg,right_2018_07_13_20_02_39_344.jpg,-0.2,0.1977191,0,27.13864
center_2018_07_13_20_02_39_414.jpg,left_2018_07_13_20_02_39_414.jpg,right_2018_07_13_20_02_39_414.jpg,-0.35,0,0,27.0127
center_2018_07_13_20_02_39_492.jpg,left_2018_07_13_20_02_39_492.jpg,right_2018_07_13_20_02_39_492.jpg,-0.5500001,0,0,26.63683
center_2018_07_13_20_02_39_568.jpg,left_2018_07_13_20_02_39_568.jpg,right_2018_07_13_20_02_39_568.jpg,0,0,0,26.39159
center_2018_07_13_20_02_39_644.jpg,left_2018_07_13_20_02_39_644.jpg,right_2018_07_13_20_02_39_644.jpg,0,0,0,26.17281
center_2018_07_13_20_02_39_717.jpg,left_2018_07_13_20_02_39_717.jpg,right_2018_07_13_20_02_39_717.jpg,-0.05,0,0,26.0138
center_2018_07_13_20_02_39_793.jpg,left_2018_07_13_20_02_39_793.jpg,right_2018_07_13_20_02_39_793.jpg,-0.25,0,0,25.78279
center_2018_07_13_20_02_39_875.jpg,left_2018_07_13_20_02_39_875.jpg,right_2018_07_13_20_02_39_875.jpg,0,0,0,25.53232
center_2018_07_13_20_02_39_948.jpg,left_2018_07_13_20_02_39_948.jpg,right_2018_07_13_20_02_39_948.jpg,0,0,0,25.32272
center_2018_07_13_20_02_40_026.jpg,left_2018_07_13_20_02_40_026.jpg,right_2018_07_13_20_02_40_026.jpg,0,0,0,25.11822
center_2018_07_13_20_02_40_103.jpg,left_2018_07_13_20_02_40_103.jpg,right_2018_07_13_20_02_40_103.jpg,-0.1,0,0,24.9142
center_2018_07_13_20_02_40_182.jpg,left_2018_07_13_20_02_40_182.jpg,right_2018_07_13_20_02_40_182.jpg,-0.3,0,0,24.67131
center_2018_07_13_20_02_40_263.jpg,left_2018_07_13_20_02_40_263.jpg,right_2018_07_13_20_02_40_263.jpg,0,0,0,24.46715
center_2018_07_13_20_02_40_338.jpg,left_2018_07_13_20_02_40_338.jpg,right_2018_07_13_20_02_40_338.jpg,0,0,0,24.31807
center_2018_07_13_20_02_40_415.jpg,left_2018_07_13_20_02_40_415.jpg,right_2018_07_13_20_02_40_415.jpg,-0.2,0,0,24.11019
center_2018_07_13_20_02_40_494.jpg,left_2018_07_13_20_02_40_494.jpg,right_2018_07_13_20_02_40_494.jpg,-0.4,0,0,23.84218
center_2018_07_13_20_02_40_573.jpg,left_2018_07_13_20_02_40_573.jpg,right_2018_07_13_20_02_40_573.jpg,-0.6000001,0,0,23.50026
center_2018_07_13_20_02_40_659.jpg,left_2018_07_13_20_02_40_659.jpg,right_2018_07_13_20_02_40_659.jpg,0,0,0,23.22127
center_2018_07_13_20_02_40_736.jpg,left_2018_07_13_20_02_40_736.jpg,right_2018_07_13_20_02_40_736.jpg,0,0,0,23.07351
center_2018_07_13_20_02_40_820.jpg,left_2018_07_13_20_02_40_820.jpg,right_2018_07_13_20_02_40_820.jpg,-0.15,0,0,22.8387
center_2018_07_13_20_02_40_900.jpg,left_2018_07_13_20_02_40_900.jpg,right_2018_07_13_20_02_40_900.jpg,-0.35,0,0,22.60426
center_2018_07_13_20_02_40_976.jpg,left_2018_07_13_20_02_40_976.jpg,right_2018_07_13_20_02_40_976.jpg,0,0,0,22.45807
center_2018_07_13_20_02_41_059.jpg,left_2018_07_13_20_02_41_059.jpg,right_2018_07_13_20_02_41_059.jpg,0,0,0,22.2301
center_2018_07_13_20_02_41_138.jpg,left_2018_07_13_20_02_41_138.jpg,right_2018_07_13_20_02_41_138.jpg,0,0,0,22.09537
center_2018_07_13_20_02_41_225.jpg,left_2018_07_13_20_02_41_225.jpg,right_2018_07_13_20_02_41_225.jpg,0,0,0,21.87345
center_2018_07_13_20_02_41_304.jpg,left_2018_07_13_20_02_41_304.jpg,right_2018_07_13_20_02_41_304.jpg,0,0,0,21.69756
center_2018_07_13_20_02_41_385.jpg,left_2018_07_13_20_02_41_385.jpg,right_2018_07_13_20_02_41_385.jpg,0,0,0,21.52312
center_2018_07_13_20_02_41_470.jpg,left_2018_07_13_20_02_41_470.jpg,right_2018_07_13_20_02_41_470.jpg,0,0,0,21.35007
center_2018_07_13_20_02_41_549.jpg,left_2018_07_13_20_02_41_549.jpg,right_2018_07_13_20_02_41_549.jpg,0,0,0,21.17842
center_2018_07_13_20_02_41_629.jpg,left_2018_07_13_20_02_41_629.jpg,right_2018_07_13_20_02_41_629.jpg,0,0.2422915,0,21.17474
center_2018_07_13_20_02_41_705.jpg,left_2018_07_13_20_02_41_705.jpg,right_2018_07_13_20_02_41_705.jpg,0,0.4686177,0,21.39904
center_2018_07_13_20_02_41_790.jpg,left_2018_07_13_20_02_41_790.jpg,right_2018_07_13_20_02_41_790.jpg,-0.2,0.4622576,0,21.71547
center_2018_07_13_20_02_41_868.jpg,left_2018_07_13_20_02_41_868.jpg,right_2018_07_13_20_02_41_868.jpg,0,0.2282517,0,21.83066
center_2018_07_13_20_02_41_951.jpg,left_2018_07_13_20_02_41_951.jpg,right_2018_07_13_20_02_41_951.jpg,0,0,0,21.71918
center_2018_07_13_20_02_42_032.jpg,left_2018_07_13_20_02_42_032.jpg,right_2018_07_13_20_02_42_032.jpg,0,0,0,21.54682
center_2018_07_13_20_02_42_114.jpg,left_2018_07_13_20_02_42_114.jpg,right_2018_07_13_20_02_42_114.jpg,0,0,0,21.37334
center_2018_07_13_20_02_42_193.jpg,left_2018_07_13_20_02_42_193.jpg,right_2018_07_13_20_02_42_193.jpg,-0.2,0,0,21.18497
center_2018_07_13_20_02_42_272.jpg,left_2018_07_13_20_02_42_272.jpg,right_2018_07_13_20_02_42_272.jpg,-0.4,0,0,20.94083
center_2018_07_13_20_02_42_356.jpg,left_2018_07_13_20_02_42_356.jpg,right_2018_07_13_20_02_42_356.jpg,0,0,0,20.75927
center_2018_07_13_20_02_42_435.jpg,left_2018_07_13_20_02_42_435.jpg,right_2018_07_13_20_02_42_435.jpg,0,0,0,20.59116
center_2018_07_13_20_02_42_514.jpg,left_2018_07_13_20_02_42_514.jpg,right_2018_07_13_20_02_42_514.jpg,0,0,0,20.42804
center_2018_07_13_20_02_42_591.jpg,left_2018_07_13_20_02_42_591.jpg,right_2018_07_13_20_02_42_591.jpg,-0.1,0,0,20.26838
center_2018_07_13_20_02_42_673.jpg,left_2018_07_13_20_02_42_673.jpg,right_2018_07_13_20_02_42_673.jpg,-0.3,0,0,20.08626
center_2018_07_13_20_02_42_759.jpg,left_2018_07_13_20_02_42_759.jpg,right_2018_07_13_20_02_42_759.jpg,0,0,0,19.67547
center_2018_07_13_20_02_42_840.jpg,left_2018_07_13_20_02_42_840.jpg,right_2018_07_13_20_02_42_840.jpg,0,0,0,19.48764
center_2018_07_13_20_02_42_917.jpg,left_2018_07_13_20_02_42_917.jpg,right_2018_07_13_20_02_42_917.jpg,0,0,0,19.70858
center_2018_07_13_20_02_43_002.jpg,left_2018_07_13_20_02_43_002.jpg,right_2018_07_13_20_02_43_002.jpg,0,0,0,19.14714
center_2018_07_13_20_02_43_079.jpg,left_2018_07_13_20_02_43_079.jpg,right_2018_07_13_20_02_43_079.jpg,0,0,0,18.9745
center_2018_07_13_20_02_43_165.jpg,left_2018_07_13_20_02_43_165.jpg,right_2018_07_13_20_02_43_165.jpg,0,0,0,18.8008
center_2018_07_13_20_02_43_248.jpg,left_2018_07_13_20_02_43_248.jpg,right_2018_07_13_20_02_43_248.jpg,0,0.24915,0,18.83956
center_2018_07_13_20_02_43_326.jpg,left_2018_07_13_20_02_43_326.jpg,right_2018_07_13_20_02_43_326.jpg,0,0.01414847,0,18.74665
center_2018_07_13_20_02_43_406.jpg,left_2018_07_13_20_02_43_406.jpg,right_2018_07_13_20_02_43_406.jpg,0,0,0,18.57574
center_2018_07_13_20_02_43_487.jpg,left_2018_07_13_20_02_43_487.jpg,right_2018_07_13_20_02_43_487.jpg,-0.1,0,0,18.41242
center_2018_07_13_20_02_43_570.jpg,left_2018_07_13_20_02_43_570.jpg,right_2018_07_13_20_02_43_570.jpg,-0.3,0,0,18.23623
center_2018_07_13_20_02_43_651.jpg,left_2018_07_13_20_02_43_651.jpg,right_2018_07_13_20_02_43_651.jpg,0,0,0,18.02894
